Description,Value
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.382336
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.393039
"[distributeJob] UPDATE_MATRIX_STATUS /",0.272789
"[distributeJob] UPDATE_MATRIX_STATUS /",0.270992
"[distributeJob] UPDATE_MATRIX_STATUS /",0.262680
"[distributeJob] UPDATE_MATRIX_STATUS /",0.278273
"[distributeJob] UPDATE_MATRIX_STATUS /",0.650141
"[distributeJob] UPDATE_MATRIX_STATUS /",0.900445
"[distributeJob] UPDATE_MATRIX_STATUS /",0.279211
"[distributeJob] UPDATE_MATRIX_STATUS /",0.273539
"[distributeJob] UPDATE_MATRIX_STATUS /",1.089344
"[distributeJob] UPDATE_MATRIX_STATUS /",0.282227
"[distributeJob] UPDATE_MATRIX_STATUS /",0.508320
"[distributeJob] UPDATE_MATRIX_STATUS /",0.890672
"[distributeJob] UPDATE_MATRIX_STATUS /",0.502250
"[distributeJob] UPDATE_MATRIX_STATUS /",0.880094
"[distributeJob] UPDATE_MATRIX_STATUS /",0.277555
"[distributeJob] UPDATE_MATRIX_STATUS /",0.291969
"[distributeJob] UPDATE_MATRIX_STATUS /",0.473977
"[distributeJob] UPDATE_MATRIX_STATUS /",0.278312
"[distributeJob] UPDATE_MATRIX_STATUS /",0.282477
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.204000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.209000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.236000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.170000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.236000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",29.109000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.300000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.205000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.189000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.178000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.190000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.121000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.211500
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.213000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.220000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.286000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.211000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.165000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.298000
"Distribute job completed.",34.819125
"Distribute job completed.",20.147703
"Distribute job completed.",13.660992
"Distribute job completed.",10.970664
"Distribute job completed.",11.299750
"Distribute job completed.",45.010609
"Distribute job completed.",19.736148
"Distribute job completed.",7.719711
"Distribute job completed.",15.861562
"Distribute job completed.",11.983570
"Distribute job completed.",23.395266
"Distribute job completed.",15.959102
"Distribute job completed.",6.967773
"Distribute job completed.",21.620758
"Distribute job completed.",33.810203
"Distribute job completed.",37.553547
"Distribute job completed.",68.509516
"Distribute job completed.",37.412617
"Distribute job completed.",18.435359
"Clean buffer completed.",0.001398
"Clean buffer completed.",0.001750
"Clean buffer completed.",0.001320
"Clean buffer completed.",0.001359
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001273
"Clean buffer completed.",0.001250
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001633
"Clean buffer completed.",0.002016
"Clean buffer completed.",0.001305
"Clean buffer completed.",0.001383
"Clean buffer completed.",0.001336
"Clean buffer completed.",0.001391
"Clean buffer completed.",0.001414
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001391
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001320
"Send headers completed.",0.222516
"Send headers completed.",0.225938
"Send headers completed.",0.224234
"Send headers completed.",0.200984
"Send headers completed.",0.222484
"Send headers completed.",0.229805
"Send headers completed.",0.214547
"Send headers completed.",0.189898
"Send headers completed.",0.208641
"Send headers completed.",0.194672
"Send headers completed.",0.190891
"Send headers completed.",0.241742
"Send headers completed.",0.231227
"Send headers completed.",0.233156
"Send headers completed.",0.215719
"Send headers completed.",0.249969
"Send headers completed.",0.250555
"Send headers completed.",0.220156
"Send headers completed.",0.221562
"Open file completed.",0.024086
"Open file completed.",0.017555
"Open file completed.",0.017055
"Open file completed.",0.015172
"Open file completed.",0.017000
"Open file completed.",0.017742
"Open file completed.",0.016375
"Open file completed.",0.015086
"Open file completed.",0.015812
"Open file completed.",0.015258
"Open file completed.",0.014977
"Open file completed.",0.018320
"Open file completed.",0.014695
"Open file completed.",0.017453
"Open file completed.",0.017156
"Open file completed.",0.019781
"Open file completed.",0.019562
"Open file completed.",0.024219
"Open file completed.",0.016727
"Output file completed.",8.059164
"Output file completed.",2.480484
"Output file completed.",2.067492
"Output file completed.",3.384820
"Output file completed.",9.108352
"Output file completed.",5.131281
"Output file completed.",5.446625
"Output file completed.",1.703641
"Output file completed.",4.442664
"Output file completed.",4.332617
"Output file completed.",1.321453
"Output file completed.",6.172594
"Output file completed.",0.126078
"Output file completed.",1.354336
"Output file completed.",5.260883
"Output file completed.",3.785789
"Output file completed.",10.142156
"Output file completed.",5.838219
"Output file completed.",3.760648
"Program completed. Total",46.047523
"Program completed. Total",25.889234
"Program completed. Total",18.929977
"Program completed. Total",17.624031
"Program completed. Total",23.698703
"Program completed. Total",53.291234
"Program completed. Total",28.458820
"Program completed. Total",12.591586
"Program completed. Total",23.436539
"Program completed. Total",19.566914
"Program completed. Total",27.798016
"Program completed. Total",25.335727
"Program completed. Total",10.375594
"Program completed. Total",26.302031
"Program completed. Total",42.393633
"Program completed. Total",50.550406
"Program completed. Total",83.173867
"Program completed. Total",46.614719
"Program completed. Total",25.501188
"[distributeJob] MySQL connection established.",1.193961
"[distributeJob] MySQL connection established.",1.032680
"[distributeJob] MySQL connection established.",1.361719
"[distributeJob] MySQL connection established.",1.272906
"[distributeJob] MySQL connection established.",1.432211
"[distributeJob] MySQL connection established.",1.087836
"[distributeJob] MySQL connection established.",1.071914
"[distributeJob] MySQL connection established.",1.197898
"[distributeJob] MySQL connection established.",1.097586
"[distributeJob] MySQL connection established.",1.193164
"[distributeJob] MySQL connection established.",1.214406
"[distributeJob] MySQL connection established.",2.175969
"[distributeJob] MySQL connection established.",1.051805
"[distributeJob] MySQL connection established.",1.246680
"[distributeJob] MySQL connection established.",1.452281
"[distributeJob] MySQL connection established.",1.162562
"[distributeJob] MySQL connection established.",1.201234
"[distributeJob] MySQL connection established.",1.422438
"[distributeJob] MySQL connection established.",1.170734
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.067250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.489656
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.074797
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.888984
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.099812
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.196711
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.975016
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.603500
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.666844
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.879297
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.697523
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.814430
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.008734
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.905617
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.778672
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.318422
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.446742
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.018742
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.557984
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.356914
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.373664
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.364961
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.377641
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.382961
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.358219
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.380266
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.358016
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.363508
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.382109
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.353414
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.380109
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.389320
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.372641
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.369938
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.392094
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.382336
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.393039
"[distributeJob] UPDATE_MATRIX_STATUS /",0.272789
"[distributeJob] UPDATE_MATRIX_STATUS /",0.270992
"[distributeJob] UPDATE_MATRIX_STATUS /",0.262680
"[distributeJob] UPDATE_MATRIX_STATUS /",0.278273
"[distributeJob] UPDATE_MATRIX_STATUS /",0.650141
"[distributeJob] UPDATE_MATRIX_STATUS /",0.900445
"[distributeJob] UPDATE_MATRIX_STATUS /",0.279211
"[distributeJob] UPDATE_MATRIX_STATUS /",0.273539
"[distributeJob] UPDATE_MATRIX_STATUS /",1.089344
"[distributeJob] UPDATE_MATRIX_STATUS /",0.282227
"[distributeJob] UPDATE_MATRIX_STATUS /",0.508320
"[distributeJob] UPDATE_MATRIX_STATUS /",0.890672
"[distributeJob] UPDATE_MATRIX_STATUS /",0.502250
"[distributeJob] UPDATE_MATRIX_STATUS /",0.880094
"[distributeJob] UPDATE_MATRIX_STATUS /",0.277555
"[distributeJob] UPDATE_MATRIX_STATUS /",0.291969
"[distributeJob] UPDATE_MATRIX_STATUS /",0.473977
"[distributeJob] UPDATE_MATRIX_STATUS /",0.278312
"[distributeJob] UPDATE_MATRIX_STATUS /",0.282477
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.204000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.209000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.236000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.170000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.236000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",29.109000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.300000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.205000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.189000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.178000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.190000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.121000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.211500
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.213000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.220000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.286000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.211000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.165000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.298000
"Distribute job completed.",34.819125
"Distribute job completed.",20.147703
"Distribute job completed.",13.660992
"Distribute job completed.",10.970664
"Distribute job completed.",11.299750
"Distribute job completed.",45.010609
"Distribute job completed.",19.736148
"Distribute job completed.",7.719711
"Distribute job completed.",15.861562
"Distribute job completed.",11.983570
"Distribute job completed.",23.395266
"Distribute job completed.",15.959102
"Distribute job completed.",6.967773
"Distribute job completed.",21.620758
"Distribute job completed.",33.810203
"Distribute job completed.",37.553547
"Distribute job completed.",68.509516
"Distribute job completed.",37.412617
"Distribute job completed.",18.435359
"Clean buffer completed.",0.001398
"Clean buffer completed.",0.001750
"Clean buffer completed.",0.001320
"Clean buffer completed.",0.001359
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001273
"Clean buffer completed.",0.001250
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001633
"Clean buffer completed.",0.002016
"Clean buffer completed.",0.001305
"Clean buffer completed.",0.001383
"Clean buffer completed.",0.001336
"Clean buffer completed.",0.001391
"Clean buffer completed.",0.001414
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001391
"Clean buffer completed.",0.001297
"Clean buffer completed.",0.001320
"Send headers completed.",0.222516
"Send headers completed.",0.225938
"Send headers completed.",0.224234
"Send headers completed.",0.200984
"Send headers completed.",0.222484
"Send headers completed.",0.229805
"Send headers completed.",0.214547
"Send headers completed.",0.189898
"Send headers completed.",0.208641
"Send headers completed.",0.194672
"Send headers completed.",0.190891
"Send headers completed.",0.241742
"Send headers completed.",0.231227
"Send headers completed.",0.233156
"Send headers completed.",0.215719
"Send headers completed.",0.249969
"Send headers completed.",0.250555
"Send headers completed.",0.220156
"Send headers completed.",0.221562
"Open file completed.",0.024086
"Open file completed.",0.017555
"Open file completed.",0.017055
"Open file completed.",0.015172
"Open file completed.",0.017000
"Open file completed.",0.017742
"Open file completed.",0.016375
"Open file completed.",0.015086
"Open file completed.",0.015812
"Open file completed.",0.015258
"Open file completed.",0.014977
"Open file completed.",0.018320
"Open file completed.",0.014695
"Open file completed.",0.017453
"Open file completed.",0.017156
"Open file completed.",0.019781
"Open file completed.",0.019562
"Open file completed.",0.024219
"Open file completed.",0.016727
"Output file completed.",8.059164
"Output file completed.",2.480484
"Output file completed.",2.067492
"Output file completed.",3.384820
"Output file completed.",9.108352
"Output file completed.",5.131281
"Output file completed.",5.446625
"Output file completed.",1.703641
"Output file completed.",4.442664
"Output file completed.",4.332617
"Output file completed.",1.321453
"Output file completed.",6.172594
"Output file completed.",0.126078
"Output file completed.",1.354336
"Output file completed.",5.260883
"Output file completed.",3.785789
"Output file completed.",10.142156
"Output file completed.",5.838219
"Output file completed.",3.760648
"Program completed. Total",46.047523
"Program completed. Total",25.889234
"Program completed. Total",18.929977
"Program completed. Total",17.624031
"Program completed. Total",23.698703
"Program completed. Total",53.291234
"Program completed. Total",28.458820
"Program completed. Total",12.591586
"Program completed. Total",23.436539
"Program completed. Total",19.566914
"Program completed. Total",27.798016
"Program completed. Total",25.335727
"Program completed. Total",10.375594
"Program completed. Total",26.302031
"Program completed. Total",42.393633
"Program completed. Total",50.550406
"Program completed. Total",83.173867
"Program completed. Total",46.614719
"Program completed. Total",25.501188
"[distributeJob] MySQL connection established.",1.193961
"[distributeJob] MySQL connection established.",1.032680
"[distributeJob] MySQL connection established.",1.361719
"[distributeJob] MySQL connection established.",1.272906
"[distributeJob] MySQL connection established.",1.432211
"[distributeJob] MySQL connection established.",1.087836
"[distributeJob] MySQL connection established.",1.071914
"[distributeJob] MySQL connection established.",1.197898
"[distributeJob] MySQL connection established.",1.097586
"[distributeJob] MySQL connection established.",1.193164
"[distributeJob] MySQL connection established.",1.214406
"[distributeJob] MySQL connection established.",2.175969
"[distributeJob] MySQL connection established.",1.051805
"[distributeJob] MySQL connection established.",1.246680
"[distributeJob] MySQL connection established.",1.452281
"[distributeJob] MySQL connection established.",1.162562
"[distributeJob] MySQL connection established.",1.201234
"[distributeJob] MySQL connection established.",1.422438
"[distributeJob] MySQL connection established.",1.170734
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.067250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.489656
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.074797
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.888984
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.099812
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.196711
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.975016
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.603500
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.666844
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.879297
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.697523
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.814430
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.008734
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.905617
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",0.778672
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.318422
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.446742
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.018742
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.557984
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.356914
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.373664
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.364961
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.377641
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.382961
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.358219
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.380266
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.358016
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.363508
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.382109
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.353414
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.380109
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.389320
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.372641
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.369938
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.392094
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.382336
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.393039
"[distributeJob] UPDATE_MATRIX_STATUS /",0.272789
"[distributeJob] UPDATE_MATRIX_STATUS /",0.270992
"[distributeJob] UPDATE_MATRIX_STATUS /",0.262680
"[distributeJob] UPDATE_MATRIX_STATUS /",0.278273
"[distributeJob] UPDATE_MATRIX_STATUS /",0.650141
"[distributeJob] UPDATE_MATRIX_STATUS /",0.900445
"[distributeJob] UPDATE_MATRIX_STATUS /",0.279211
"[distributeJob] UPDATE_MATRIX_STATUS /",0.273539
"[distributeJob] UPDATE_MATRIX_STATUS /",1.089344
